f8:e6:1a:f1:d6:49,0.000000000,587,T wifi zone_secure,175
f8:e6:1a:f1:d6:49,0.004356974,588,,157
f8:e6:1a:f1:d6:49,0.019235403,589,T wifi zone_secure,175
f8:e6:1a:f1:d6:49,0.025164407,590,,157
f8:e6:1a:f1:d6:49,4.229941952,628,,157
f8:e6:1a:f1:d6:49,4.240416703,634,T wifi zone_secure,175
f8:e6:1a:f1:d6:49,4.240420160,635,,157
f8:e6:1a:f1:d6:49,4.240423677,636,T wifi zone_secure,175
f8:e6:1a:f1:d6:49,4.240425462,637,,157
f8:e6:1a:f1:d6:49,4.240427252,641,T wifi zone_secure,175
f8:e6:1a:f1:d6:49,60.303813683,4942,T wifi zone_secure,175
f8:e6:1a:f1:d6:49,60.303821691,4943,,157
f8:e6:1a:f1:d6:49,60.533529600,4963,,157
f8:e6:1a:f1:d6:49,60.553978130,4965,,157
f8:e6:1a:f1:d6:49,60.672777002,4972,T wifi zone_secure,175
f8:e6:1a:f1:d6:49,60.678574002,4973,,157
f8:e6:1a:f1:d6:49,60.693204467,4974,T wifi zone_secure,175
f8:e6:1a:f1:d6:49,60.698017594,4975,,157
f8:e6:1a:f1:d6:49,60.808212555,4982,,157
