1.4835883249412663e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5085572853259956e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.4740053405013404e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.4637550542138381e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.4174087615004887e-05,-89,9,2024,,00:1f:1f:be:5a:80
1.4561245777681717e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5022853122580809e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5537688469379204e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5605902574691548e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5059666125128475e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.4993344468970142e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.4678507206130204e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.416910248160211e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5095710613282233e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.4432047415089584e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5215057526161966e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5258744617184198e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5508442339354877e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5227156324782492e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5222676652075679e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5353082851799762e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5572018633344673e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.4876389586694476e-05,-89,9,2024,,00:1f:1f:be:5a:80
1.5837479236630856e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5330468211327843e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.4970602679088302e-05,-89,9,2024,,00:1f:1f:be:5a:80
1.5216685385101329e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.609954459982093e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5780937362438996e-05,-91,9,2024,,00:1f:1f:be:5a:80
1.5011871204844725e-05,-89,9,2024,,00:1f:1f:be:5a:80
